,Nome_UF,co_ibge,Nome_Município,Hub_ind,muni_number
1128,Espírito Santo,3202108,Ecoporanga,0.0,3121
1129,Espírito Santo,3202504,Ibiraçu,0.0,3127
1130,São Paulo,3502903,Araçoiaba da Serra,0.0,3299
1131,São Paulo,3517307,Guaimbê,0.0,3464
1132,São Paulo,3521903,Itajobi,0.0,3517
1133,Paraná,4108502,General Carneiro,1.0,4034
1134,Paraná,4122701,Sabáudia,0.0,4226
1135,Santa Catarina,4205506,Fraiburgo,0.0,4401
1136,Rio Grande do Sul,4313011,Nova Candelária,0.0,4881
1137,Rio Grande do Sul,4320651,Silveira Martins,0.0,5039
1138,Goiás,5217104,Piracanjuba,0.0,5505
1139,Goiás,5221304,Três Ranchos,0.0,5554
1140,Goiás,5221858,Valparaíso de Goiás,1.0,5563
1141,Ceará,2310209,Paracuru,0.0,1023
1142,Paraíba,2504702,Congo,0.0,1304
1143,Paraíba,2506103,Fagundes,0.0,1322
1144,Paraíba,2514107,São João do Tigre,0.0,1425
1145,Paraíba,2515708,Serra Grande,0.0,1444
1146,Pernambuco,2610707,Paulista,0.0,1586
1147,Alagoas,2700607,Barra de São Miguel,0.0,1655
1148,Sergipe,2802106,Estância,1.0,1770
1149,Sergipe,2806008,Ribeirópolis,0.0,1810
1150,Bahia,2910404,Encruzilhada,0.0,1950
1151,Bahia,2919009,Lajedinho,0.0,2053
1152,Bahia,2919207,Lauro de Freitas,0.0,2057
1153,Minas Gerais,3127206,Funilândia,0.0,2549
1154,Minas Gerais,3128105,Guapé,0.0,2562
1155,Minas Gerais,3150406,Piedade dos Gerais,1.0,2832
1156,Minas Gerais,3152105,Ponte Nova,1.0,2851
1157,São Paulo,3541208,Presidente Bernardes,0.0,3729
1158,São Paulo,3556453,Vargem Grande Paulista,0.0,3900
1159,Paraná,4128104,Umuarama,1.0,4298
1160,Rio Grande do Sul,4310538,Itaara,0.0,4816
1161,Rio Grande do Sul,4311718,Maçambará,0.0,4844
1162,Rio Grande do Sul,4322004,Triunfo,0.0,5068
1163,Mato Grosso,5107263,Santo Afonso,0.0,5289
1164,Maranhão,2107704,Paraibano,0.0,581
1165,Piauí,2202109,Campinas do Piauí,0.0,709
1166,Ceará,2302404,Boa Viagem,1.0,920
1167,Rio Grande do Norte,2411007,Rodolfo Fernandes,0.0,1194
1168,Pernambuco,2609808,Orocó,0.0,1577
1169,Pernambuco,2610509,Passira,0.0,1584
1170,Alagoas,2708402,São José da Tapera,0.0,1739
1171,Bahia,2924108,Pedrão,0.0,2122
1172,Minas Gerais,3131802,Itabirinha,0.0,2605
1173,Minas Gerais,3144672,Nova Belém,0.0,2761
1174,Minas Gerais,3157104,Salto da Divisa,0.0,2906
1175,São Paulo,3510203,Capão Bonito,1.0,3384
1176,São Paulo,3549250,São João de Iracema,0.0,3817
1177,Paraná,4109005,Guapirama,0.0,4042
1178,Santa Catarina,4202404,Blumenau,1.0,4347
1179,Santa Catarina,4215075,Riqueza,0.0,4532
1180,Santa Catarina,4216107,São Domingos,0.0,4552
1181,Rio Grande do Sul,4318101,São Francisco de Assis,0.0,4989
1182,Mato Grosso,5104906,Jangada,1.0,5237
1183,Goiás,5216908,Pilar de Goiás,0.0,5504
1184,Amazonas,1303403,Parintins,1.0,119
1185,Pará,1500800,Ananindeua,1.0,160
1186,Pará,1505064,Novo Repartimento,0.0,231
1187,Maranhão,2103109,Cedral,0.0,502
1188,Piauí,2205904,Manoel Emídio,0.0,788
1189,Piauí,2209500,Santo Inácio do Piauí,0.0,849
1190,Rio Grande do Norte,2411601,São Bento do Norte,0.0,1201
1191,Pernambuco,2614006,Serrita,0.0,1623
1192,Alagoas,2700300,Arapiraca,1.0,1652
1193,Bahia,2911105,Formosa do Rio Preto,1.0,1961
1194,Minas Gerais,3101300,Alagoa,0.0,2256
1195,Minas Gerais,3101631,Alfredo Vasconcelos,0.0,2260
1196,Minas Gerais,3155108,Rio do Prado,0.0,2885
1197,Minas Gerais,3156304,Rodeiro,0.0,2897
1198,Minas Gerais,3162922,São Joaquim de Bicas,0.0,2981
1199,Minas Gerais,3170206,Uberlândia,1.0,3067
1200,São Paulo,3515400,Fartura,0.0,3443
1201,São Paulo,3534005,Onda Verde,0.0,3650
1202,São Paulo,3544400,Rubiácea,0.0,3765
1203,São Paulo,3547304,Santana de Parnaíba,0.0,3795
1204,Paraná,4114104,Mandaguaçu,1.0,4108
1205,Rio Grande do Sul,4304952,Caseiros,0.0,4699
1206,Rio Grande do Sul,4316733,Santa Cecília do Sul,0.0,4967
1207,Goiás,5203962,Buritinópolis,0.0,5363
1208,Goiás,5206909,Davinópolis,0.0,5400
1209,Goiás,5209200,Guapó,0.0,5422
1210,Pará,1507151,São Domingos do Araguaia,1.0,268
1211,Maranhão,2101939,Bernardo do Mearim,0.0,481
1212,Paraíba,2502300,Bom Sucesso,0.0,1274
1213,Paraíba,2502805,Brejo do Cruz,0.0,1279
1214,Minas Gerais,3107307,Bocaiúva,1.0,2321
1215,Minas Gerais,3136306,João Pinheiro,1.0,2655
1216,Minas Gerais,3147709,Passa Tempo,0.0,2800
1217,Minas Gerais,3150158,Piedade de Caratinga,0.0,2829
1218,Espírito Santo,3204351,Rio Bananal,0.0,3156
1219,Rio de Janeiro,3305703,Sumidouro,0.0,3258
1220,São Paulo,3518859,Guatapará,0.0,3480
1221,São Paulo,3524501,Jaci,0.0,3545
1222,São Paulo,3539004,Pirangi,0.0,3703
1223,São Paulo,3540853,Pracinha,0.0,3724
1224,São Paulo,3554953,Tuiuti,0.0,3882
1225,Santa Catarina,4204756,Cunhataí,0.0,4387
1226,Santa Catarina,4216255,São João do Oeste,0.0,4554
1227,Rio Grande do Sul,4308706,Gaurama,0.0,4782
1228,Mato Grosso,5104500,Indiavaí,0.0,5231
1229,Goiás,5210208,Iporá,1.0,5435
1230,Goiás,5213053,Mimoso de Goiás,0.0,5464
1231,Pará,1500859,Anapu,0.0,161
1232,Pará,1505304,Oriximiná,0.0,234
1233,Tocantins,1716208,Paranã,0.0,402
1234,Piauí,2202455,Capitão Gervásio Oliveira,0.0,717
1235,Piauí,2206407,Monsenhor Gil,1.0,796
1236,Piauí,2206670,Morro do Chapéu do Piauí,0.0,800
1237,Rio Grande do Norte,2402204,Canguaretama,1.0,1099
1238,Rio Grande do Norte,2407104,Macaíba,1.0,1152
1239,Paraíba,2512507,Queimadas,1.0,1396
1240,Alagoas,2708709,São Miguel dos Milagres,0.0,1742
1241,Bahia,2918407,Juazeiro,1.0,2044
1242,Minas Gerais,3144300,Nanuque,1.0,2754
1243,Minas Gerais,3151909,Pocrane,0.0,2849
1244,Minas Gerais,3162559,São João do Manhuaçu,0.0,2974
1245,Rio de Janeiro,3304110,Porto Real,0.0,3233
1246,São Paulo,3557204,Chavantes,1.0,3910
1247,São Paulo,3524600,Jacupiranga,1.0,3546
1248,São Paulo,3553401,Tanabi,1.0,3861
1249,São Paulo,3556206,Valinhos,0.0,3896
1250,Paraná,4103453,Cafelândia,0.0,3959
1251,Santa Catarina,4202875,Brunópolis,0.0,4357
1252,Santa Catarina,4210308,Major Vieira,0.0,4465
1253,Santa Catarina,4211256,Morro Grande,0.0,4478
1254,Santa Catarina,4212270,Passos Maia,0.0,4498
1255,Santa Catarina,4219002,Urussanga,0.0,4593
1256,Rio Grande do Sul,4303673,Campestre da Serra,0.0,4674
1257,Rio Grande do Sul,4311007,Jaguarão,1.0,4827
1258,Rio Grande do Sul,4314779,Pontão,0.0,4928
1259,Goiás,5203609,Brazabrantes,0.0,5359
1260,Goiás,5217302,Pirenópolis,0.0,5507
1261,Rondônia,1100205,Porto Velho,1.0,16
1262,Acre,1200385,Plácido de Castro,0.0,64
1263,Pará,1506005,Prainha,0.0,248
1264,Maranhão,2111789,Serrano do Maranhão,0.0,647
1265,Ceará,2303659,Catunda,0.0,933
1266,Ceará,2308005,Massapê,0.0,998
1267,Ceará,2312601,São Luís do Curu,0.0,1054
1268,Bahia,2915601,Itamaraju,1.0,2012
1269,Bahia,2922854,Nova Redenção,0.0,2105
1270,Minas Gerais,3111002,Campestre,1.0,2362
1271,Minas Gerais,3148707,Pedra Azul,1.0,2811
1272,Minas Gerais,3158003,Santa Maria de Itabira,1.0,2920
1273,São Paulo,3500501,Águas de Lindóia,0.0,3271
1274,São Paulo,3526506,Lavínia,0.0,3566
1275,São Paulo,3537602,Peruíbe,1.0,3690
1276,São Paulo,3541406,Presidente Prudente,1.0,3731
1277,São Paulo,3551405,Serra Azul,0.0,3840
1278,São Paulo,3556958,Vitória Brasil,0.0,3906
1279,Paraná,4113007,Jussara,0.0,4092
1280,Santa Catarina,4204194,Chapadão do Lageado,0.0,4376
1281,Santa Catarina,4210704,Matos Costa,0.0,4470
1282,Santa Catarina,4216057,São Cristóvão do Sul,0.0,4551
1283,Rio Grande do Sul,4301552,Áurea,0.0,4634
1284,Rio Grande do Sul,4306502,Dom Feliciano,0.0,4740
1285,Mato Grosso,5106372,Pedra Preta,0.0,5269
1286,Goiás,5209804,Hidrolina,0.0,5428
1287,Pará,1504455,Medicilândia,0.0,220
1288,Maranhão,2100873,Araguanã,0.0,464
1289,Maranhão,2104628,Governador Luiz Rocha,0.0,529
1290,Piauí,2204808,Ipiranga do Piauí,1.0,762
1291,Rio Grande do Norte,2401107,Areia Branca,0.0,1085
1292,Rio Grande do Norte,2413300,Serra de São Bento,0.0,1219
1293,Pernambuco,2611533,Quixaba,0.0,1595
1294,Pernambuco,2613404,São José da Coroa Grande,0.0,1617
1295,Alagoas,2709202,Traipu,0.0,1749
1296,Sergipe,2805406,Poço Redondo,1.0,1804
1297,Bahia,2907004,Cardeal da Silva,0.0,1914
1298,Bahia,2920106,Mairi,1.0,2069
1299,Bahia,2930303,Serra Dourada,0.0,2199
1300,Minas Gerais,3101201,Aiuruoca,1.0,2255
1301,Minas Gerais,3101607,Alfenas,1.0,2259
1302,Minas Gerais,3144102,Muzambinho,1.0,2752
1303,Rio de Janeiro,3303005,Miracema,1.0,3219
1304,São Paulo,3504206,Auriflama,1.0,3315
1305,São Paulo,3504701,Balbinos,0.0,3320
1306,São Paulo,3506300,Bernardino de Campos,1.0,3337
1307,São Paulo,3511409,Cerqueira César,0.0,3396
1308,São Paulo,3516309,Francisco Morato,0.0,3453
1309,São Paulo,3518701,Guarujá,0.0,3478
1310,São Paulo,3523008,Itapura,0.0,3530
1311,São Paulo,3525706,José Bonifácio,1.0,3557
1312,São Paulo,3548807,São Caetano do Sul,1.0,3812
1313,São Paulo,3549607,São José do Barreiro,0.0,3821
1314,Paraná,4113759,Lunardelli,0.0,4104
1315,Mato Grosso do Sul,5008404,Vicentina,0.0,5181
1316,Mato Grosso,5104807,Jaciara,1.0,5236
1317,Goiás,5214101,Mutunópolis,0.0,5477
1318,Goiás,5218607,Rialma,1.0,5517
1319,Amapá,1600238,Ferreira Gomes,0.0,300
1320,Tocantins,1713957,Muricilândia,0.0,390
1321,Tocantins,1722107,Xambioá,0.0,449
1322,Piauí,2203602,Eliseu Martins,1.0,744
1323,Piauí,2207793,Pau D'Arco do Piauí,0.0,820
1324,Ceará,2308104,Mauriti,0.0,999
1325,Paraíba,2505907,Emas,0.0,1320
1326,Bahia,2902906,Barra do Choça,0.0,1862
1327,Bahia,2903409,Belmonte,0.0,1869
1328,Bahia,2913606,Ilhéus,1.0,1990
1329,Minas Gerais,3106002,Bela Vista de Minas,0.0,2307
1330,Minas Gerais,3126406,Fortuna de Minas,0.0,2537
1331,Minas Gerais,3127388,Goianá,0.0,2554
1332,Espírito Santo,3204401,Rio Novo do Sul,0.0,3157
1333,São Paulo,3519808,Icém,0.0,3493
1334,São Paulo,3550209,São Miguel Arcanjo,0.0,3828
1335,Paraná,4117222,Nova Santa Rosa,0.0,4150
1336,Paraná,4124400,Santo Antônio do Sudoeste,1.0,4248
1337,Paraná,4125704,São Miguel do Iguaçu,1.0,4264
1338,Santa Catarina,4219358,Vitor Meireles,0.0,4599
1339,Rio Grande do Sul,4323358,Vila Lângaro,0.0,5094
1340,Amazonas,1302553,Manaquiri,0.0,110
1341,Pará,1503093,Goianésia do Pará,0.0,201
1342,Maranhão,2105203,Igarapé Grande,0.0,538
1343,Maranhão,2108058,Paulino Neves,0.0,585
1344,Maranhão,2112407,Turiaçu,0.0,657
1345,Piauí,2209203,Santa Filomena,0.0,843
1346,Paraíba,2500205,Aguiar,0.0,1243
1347,Paraíba,2500908,Arara,0.0,1254
1348,Pernambuco,2615805,Tupanatinga,0.0,1641
1349,Alagoas,2708105,Santana do Mundaú,0.0,1736
1350,Bahia,2921807,Mortugaba,0.0,2089
1351,Bahia,2926004,Remanso,1.0,2147
1352,Minas Gerais,3117801,Conceição dos Ouros,0.0,2438
1353,Rio de Janeiro,3300233,Armação dos Búzios,0.0,3179
1354,São Paulo,3528601,Manduri,0.0,3588
1355,São Paulo,3540408,Populina,0.0,3718
1356,Paraná,4103354,Braganey,0.0,3956
1357,Paraná,4112306,Japira,0.0,4083
1358,Paraná,4122008,Rio Azul,0.0,4216
1359,Santa Catarina,4203154,Calmon,0.0,4361
1360,Rio Grande do Sul,4309050,Glorinha,0.0,4787
1361,Rio Grande do Sul,4309704,Humaitá,0.0,4800
1362,Rio Grande do Sul,4321600,Tramandaí,0.0,5058
1363,Rio Grande do Sul,4323507,Vista Alegre,0.0,5097
1364,Goiás,5219001,Sanclerlândia,0.0,5522
1365,Rondônia,1100338,Nova Mamoré,0.0,23
1366,Maranhão,2104503,Governador Archer,0.0,526
1367,Ceará,2304004,Coreaú,0.0,939
1368,Rio Grande do Norte,2413607,Severiano Melo,0.0,1224
1369,Paraíba,2507507,João Pessoa,1.0,1337
1370,Pernambuco,2612208,Salgueiro,1.0,1602
1371,Sergipe,2803401,Japoatã,0.0,1783
1372,Bahia,2929909,Seabra,1.0,2194
1373,Minas Gerais,3130556,Imbé de Minas,0.0,2590
1374,Minas Gerais,3138658,Lontra,0.0,2687
1375,Minas Gerais,3154309,Resplendor,1.0,2876
1376,Minas Gerais,3169059,Tocos do Moji,0.0,3053
1377,Rio de Janeiro,3301850,Guapimirim,0.0,3201
1378,São Paulo,3507159,Bom Sucesso de Itararé,0.0,3347
1379,São Paulo,3540200,Pontal,0.0,3715
1380,Paraná,4117214,Nova Santa Bárbara,0.0,4149
1381,Santa Catarina,4210555,Marema,0.0,4468
1382,Rio Grande do Sul,4301073,Arroio do Padre,0.0,4628
1383,Rio Grande do Sul,4306973,Erebango,0.0,4752
1384,Rio Grande do Sul,4307450,Esperança do Sul,0.0,4759
1385,Rio Grande do Sul,4314035,Pareci Novo,0.0,4906
1386,Mato Grosso do Sul,5001003,Aparecida do Taboado,1.0,5110
1387,Mato Grosso,5100102,Acorizal,0.0,5182
1388,Tocantins,1702158,Araguanã,0.0,323
1389,Piauí,2200954,Aroeiras do Itaim,0.0,680
1390,Piauí,2204352,Geminiano,1.0,755
1391,Piauí,2205250,Jardim do Mulato,0.0,768
1392,Paraíba,2507705,Juazeirinho,1.0,1339
1393,Paraíba,2516508,Taperoá,0.0,1455
1394,Pernambuco,2614303,Moreilândia,0.0,1626
1395,Alagoas,2700409,Atalaia,0.0,1653
1396,Alagoas,2708006,Santana do Ipanema,1.0,1735
1397,Bahia,2927408,Salvador,1.0,2162
1398,Minas Gerais,3104809,Augusto de Lima,0.0,2296
1399,Minas Gerais,3125705,Felixlândia,0.0,2529
1400,Minas Gerais,3162807,São João Evangelista,1.0,2979
1401,Minas Gerais,3172202,Wenceslau Braz,0.0,3096
1402,Espírito Santo,3203130,João Neiva,1.0,3137
1403,Rio de Janeiro,3305406,Sapucaia,0.0,3254
1404,São Paulo,3500204,Adolfo,0.0,3268
1405,São Paulo,3508900,Caiabu,0.0,3367
1406,São Paulo,3544103,Rio Grande da Serra,0.0,3761
1407,São Paulo,3554300,Teodoro Sampaio,1.0,3873
1408,São Paulo,3556909,Vista Alegre do Alto,0.0,3905
1409,Paraná,4101101,Andirá,1.0,3924
1410,Santa Catarina,4204152,Celso Ramos,0.0,4374
1411,Santa Catarina,4208104,Itaiópolis,0.0,4435
1412,Santa Catarina,4209003,Joaçaba,1.0,4446
1413,Rio Grande do Sul,4314407,Pelotas,1.0,4916
1414,Rio Grande do Sul,4315552,Rio dos Índios,0.0,4948
1415,Goiás,5213509,Monte Alegre de Goiás,0.0,5468
1416,Maranhão,2106631,Matões do Norte,0.0,565
1417,Maranhão,2111748,Senador Alexandre Costa,0.0,645
1418,Ceará,2306603,Itatira,0.0,981
1419,Ceará,2311108,Porteiras,0.0,1035
1420,Rio Grande do Norte,2411908,São Francisco do Oeste,0.0,1204
1421,Paraíba,2502052,Bernardino Batista,0.0,1270
1422,Paraíba,2505808,Duas Estradas,0.0,1319
1423,Paraíba,2510659,Parari,0.0,1375
1424,Bahia,2920403,Manoel Vitorino,1.0,2072
1425,Minas Gerais,3112653,Capitão Andrade,0.0,2381
1426,Minas Gerais,3113503,Carbonita,1.0,2390
1427,Minas Gerais,3117702,Conceição do Rio Verde,0.0,2437
1428,Minas Gerais,3131158,Ipaba,0.0,2598
1429,Minas Gerais,3136801,Juramento,0.0,2664
1430,Minas Gerais,3154150,Reduto,0.0,2874
1431,Minas Gerais,3156700,Sabará,0.0,2902
1432,Minas Gerais,3169802,Turvolândia,0.0,3062
1433,Minas Gerais,3171030,Verdelândia,0.0,3082
1434,Rio de Janeiro,3301900,Itaboraí,0.0,3203
1435,São Paulo,3506607,Biritiba Mirim,0.0,3341
1436,São Paulo,3519071,Hortolândia,0.0,3484
1437,São Paulo,3520400,Ilhabela,0.0,3499
1438,São Paulo,3523305,Itariri,0.0,3533
1439,São Paulo,3552304,Sud Mennucci,0.0,3849
1440,Paraná,4107553,Farol,0.0,4018
1441,Paraná,4122800,Salgado Filho,0.0,4227
1442,Rio Grande do Sul,4302584,Bozano,0.0,4660
1443,Rio Grande do Sul,4307302,Erval Seco,0.0,4757
1444,Rio Grande do Sul,4312203,Maximiliano de Almeida,1.0,4858
1445,Rio Grande do Sul,4314423,Picada Café,0.0,4917
1446,Rio Grande do Sul,4315149,Presidente Lucena,0.0,4937
1447,Mato Grosso,5105150,Juína,1.0,5240
1448,Goiás,5200100,Abadiânia,0.0,5324
1449,Goiás,5205521,Colinas do Sul,0.0,5389
1450,Goiás,5211909,Jataí,1.0,5450
1451,Acre,1200013,Acrelândia,0.0,52
1452,Maranhão,2104404,Gonçalves Dias,0.0,525
1453,Maranhão,2111102,São João dos Patos,1.0,632
1454,Pernambuco,2600203,Afrânio,0.0,1467
1455,Pernambuco,2615102,Terezinha,0.0,1634
1456,Bahia,2904050,Bonito,0.0,1877
1457,Bahia,2904704,Buerarema,0.0,1884
1458,Minas Gerais,3126109,Formiga,1.0,2534
1459,Minas Gerais,3141504,Mendes Pimentel,0.0,2723
1460,Minas Gerais,3150604,Piracema,0.0,2836
1461,Minas Gerais,3156452,Rosário da Limeira,0.0,2899
1462,Espírito Santo,3200904,Barra de São Francisco,1.0,3108
1463,Espírito Santo,3202454,Ibatiba,1.0,3126
1464,Rio de Janeiro,3301603,Duas Barras,0.0,3198
1465,São Paulo,3520202,Igaratá,0.0,3497
1466,São Paulo,3521150,Ipiguá,0.0,3509
1467,São Paulo,3537404,Pereira Barreto,1.0,3688
1468,São Paulo,3553955,Tarumã,0.0,3869
1469,Paraná,4113205,Lapa,0.0,4094
1470,Paraná,4119103,Piên,0.0,4175
1471,Santa Catarina,4217303,Saudades,0.0,4568
1472,Rio Grande do Sul,4321352,Tavares,0.0,5050
1473,Mato Grosso,5104542,Itanhangá,0.0,5233
1474,Goiás,5208103,Formoso,0.0,5411
1475,Pará,1506138,Redenção,1.0,251
1476,Tocantins,1703107,Barrolândia,0.0,333
1477,Tocantins,1718550,Riachinho,0.0,419
1478,Tocantins,1720937,Taipas do Tocantins,0.0,441
1479,Maranhão,2100907,Araioses,0.0,465
1480,Maranhão,2106201,Luís Domingues,0.0,557
1481,Maranhão,2109700,Sambaíba,0.0,609
1482,Maranhão,2111201,São José de Ribamar,0.0,633
1483,Ceará,2302305,Bela Cruz,0.0,919
1484,Ceará,2309458,Ocara,0.0,1015
1485,Rio Grande do Norte,2402303,Caraúbas,0.0,1100
1486,Rio Grande do Norte,2406304,Lagoa de Pedras,0.0,1144
1487,Rio Grande do Norte,2408706,Paraú,0.0,1169
1488,Paraíba,2502003,Belém do Brejo do Cruz,0.0,1269
1489,Paraíba,2505238,Cuité de Mamanguape,0.0,1311
1490,Paraíba,2508208,Lagoa de Dentro,0.0,1344
1491,Paraíba,2516201,Sousa,1.0,1452
1492,Alagoas,2706109,Ouro Branco,1.0,1714
1493,Bahia,2911006,Floresta Azul,1.0,1960
1494,Bahia,2918209,Jiquiriçá,0.0,2041
1495,Minas Gerais,3111507,Campos Altos,0.0,2368
1496,Minas Gerais,3143450,Montezuma,0.0,2745
1497,Minas Gerais,3143807,Munhoz,0.0,2749
1498,Minas Gerais,3162104,São Gotardo,1.0,2967
1499,Minas Gerais,3163508,São José do Jacuri,0.0,2989
1500,São Paulo,3502754,Araçariguama,1.0,3297
1501,São Paulo,3519055,Holambra,0.0,3483
1502,São Paulo,3519709,Ibiúna,0.0,3492
1503,São Paulo,3524907,Jambeiro,0.0,3549
1504,São Paulo,3547700,Santo Anastácio,1.0,3800
1505,Mato Grosso do Sul,5007208,Rio Brilhante,1.0,5167
1506,Mato Grosso,5107305,São José do Rio Claro,0.0,5291
1507,Goiás,5207907,Flores de Goiás,0.0,5409
1508,Goiás,5212709,Mambaí,0.0,5459
1509,Pará,1503903,Juruti,0.0,212
1510,Tocantins,1701309,Aragominas,0.0,319
1511,Maranhão,2108454,Peritoró,1.0,591
1512,Piauí,2203305,Demerval Lobão,1.0,738
1513,Piauí,2206803,Nossa Senhora dos Remédios,0.0,805
1514,Rio Grande do Norte,2404705,Ipanguaçu,0.0,1126
1515,Pernambuco,2615706,Triunfo,0.0,1640
1516,Sergipe,2807006,São Miguel do Aleixo,0.0,1820
1517,Bahia,2900207,Abaré,0.0,1828
1518,Bahia,2913705,Inhambupe,1.0,1991
1519,Bahia,2919504,Livramento de Nossa Senhora,0.0,2060
1520,Bahia,2929750,Saubara,0.0,2192
1521,Bahia,2930758,Sítio do Mato,0.0,2204
1522,Minas Gerais,3145877,Orizânia,0.0,2779
1523,Minas Gerais,3157203,Santa Bárbara,0.0,2907
1524,Rio de Janeiro,3303500,Nova Iguaçu,0.0,3224
1525,São Paulo,3542800,Ribeira,1.0,3746
1526,São Paulo,3555802,Urânia,1.0,3892
1527,Paraná,4114302,Mandirituba,0.0,4110
1528,Rio Grande do Sul,4301602,Bagé,1.0,4635
1529,Mato Grosso do Sul,5006002,Nova Alvorada do Sul,1.0,5157
1530,Mato Grosso,5108857,Nova Marilândia,0.0,5320
1531,Goiás,5213756,Montividiu,0.0,5470
1532,Acre,1200138,Bujari,0.0,55
1533,Pará,1502400,Castanhal,1.0,186
1534,Maranhão,2109452,Raposa,0.0,605
1535,Maranhão,2110609,São Bernardo,0.0,622
1536,Ceará,2304400,Fortaleza,1.0,949
1537,Ceará,2305506,Iguatu,1.0,967
1538,Ceará,2309607,Pacajus,1.0,1017
1539,Rio Grande do Norte,2414506,Umarizal,0.0,1235
1540,Paraíba,2502201,Bom Jesus,0.0,1273
1541,Paraíba,2505709,Dona Inês,0.0,1318
1542,Paraíba,2508703,Mãe d'Água,0.0,1350
1543,Paraíba,2515203,São Sebastião do Umbuzeiro,0.0,1439
1544,Pernambuco,2607109,Ingazeira,0.0,1542
1545,Pernambuco,2612471,Santa Cruz da Baixa Verde,0.0,1606
1546,Alagoas,2707602,Quebrangulo,0.0,1731
1547,Bahia,2909208,Coronel João Sá,0.0,1937
1548,Minas Gerais,3115300,Cataguases,1.0,2409
1549,Espírito Santo,3204104,Pinheiros,0.0,3152
1550,Rio de Janeiro,3304557,Rio de Janeiro,1.0,3242
1551,São Paulo,3518206,Guararapes,0.0,3473
1552,São Paulo,3524303,Jaboticabal,1.0,3543
1553,Paraná,4100400,Almirante Tamandaré,0.0,3915
1554,Paraná,4101606,Arapoti,0.0,3930
1555,Paraná,4103503,Califórnia,0.0,3961
1556,Santa Catarina,4200408,Água Doce,0.0,4315
1557,Santa Catarina,4202107,Barra Velha,1.0,4342
1558,Santa Catarina,4205100,Dona Emma,0.0,4391
1559,Rio Grande do Sul,4302220,Boa Vista do Cadeado,0.0,4651
1560,Rio Grande do Sul,4303509,Camaquã,1.0,4671
1561,Rio Grande do Sul,4308003,Faxinal do Soturno,0.0,4769
1562,Rio Grande do Sul,4314159,Paverama,0.0,4912
1563,Rio Grande do Sul,4314456,Pinhal,0.0,4918
1564,Rio Grande do Sul,4315958,Rolador,0.0,4954
1565,Rio Grande do Sul,4321626,Travesseiro,0.0,5059
1566,Mato Grosso do Sul,5003108,Corguinho,0.0,5126
1567,Mato Grosso,5108956,Nova Monte Verde,0.0,5322
1568,Rondônia,1100940,Cujubim,0.0,34
1569,Tocantins,1702307,Arapoema,0.0,325
1570,Piauí,2201150,Baixa Grande do Ribeiro,0.0,684
1571,Piauí,2209153,Santa Cruz dos Milagres,0.0,842
1572,Ceará,2308609,Monsenhor Tabosa,0.0,1006
1573,Ceará,2309003,Mucambo,0.0,1010
1574,Pernambuco,2600807,Altinho,0.0,1473
1575,Pernambuco,2610202,Panelas,0.0,1581
1576,Alagoas,2704807,Maribondo,0.0,1701
1577,Bahia,2919801,Macaúbas,0.0,2064
1578,Bahia,2922706,Nova Canaã,0.0,2101
1579,Minas Gerais,3150505,Pimenta,0.0,2833
1580,São Paulo,3525300,Jaú,1.0,3553
1581,São Paulo,3526100,Juquiá,0.0,3562
1582,São Paulo,3553104,Taiaçu,0.0,3858
1583,Paraná,4107405,Enéas Marques,0.0,4013
1584,Paraná,4108650,Goioxim,0.0,4037
1585,Paraná,4114807,Marialva,1.0,4116
1586,Paraná,4115200,Maringá,1.0,4120
1587,Santa Catarina,4204004,Catanduvas,0.0,4372
1588,Santa Catarina,4205902,Gaspar,1.0,4406
1589,Santa Catarina,4217402,Schroeder,0.0,4569
1590,Rio Grande do Sul,4302253,Boa Vista do Sul,0.0,4653
1591,Rio Grande do Sul,4303400,Caiçara,0.0,4670
1592,Mato Grosso do Sul,5000856,Angélica,0.0,5108
1593,Mato Grosso do Sul,5004304,Iguatemi,0.0,5140
1594,Mato Grosso,5100250,Alta Floresta,1.0,5184
1595,Mato Grosso,5106802,Porto dos Gaúchos,0.0,5277
1596,Amazonas,1300706,Boca do Acre,0.0,86
1597,Amazonas,1302504,Manacapuru,0.0,109
1598,Roraima,1400209,Caracaraí,0.0,141
1599,Tocantins,1703867,Cariri do Tocantins,0.0,341
1600,Tocantins,1707207,Dois Irmãos do Tocantins,0.0,357
1601,Tocantins,1718006,Porto Alegre do Tocantins,0.0,413
1602,Maranhão,2105963,Lagoa Grande do Maranhão,0.0,553
1603,Maranhão,2106706,Mirador,0.0,567
1604,Maranhão,2108108,Paulo Ramos,1.0,586
1605,Ceará,2309904,Pacujá,1.0,1020
1606,Ceará,2310902,Piquet Carneiro,0.0,1032
1607,Ceará,2313906,Uruoca,0.0,1071
1608,Rio Grande do Norte,2406106,Jucurutu,0.0,1141
1609,Rio Grande do Norte,2414308,Timbaúba dos Batistas,0.0,1232
1610,Paraíba,2510907,Paulista,0.0,1378
1611,Pernambuco,2606309,Granito,0.0,1534
1612,Pernambuco,2609402,Moreno,0.0,1573
1613,Alagoas,2707305,Porto Calvo,1.0,1728
1614,Bahia,2918357,João Dourado,0.0,2043
1615,Bahia,2921708,Morro do Chapéu,1.0,2088
1616,Bahia,2930774,Sobradinho,0.0,2206
1617,Minas Gerais,3105707,Barra Longa,0.0,2305
1618,Minas Gerais,3123502,Douradoquara,0.0,2505
