Accession ID	Collection date	Submission date	Location
EPI_ISL_3134628	2021-05-06	2021-07-30	South America / Brazil / Pernambuco / Garanhuns
EPI_ISL_3134627	2021-05-07	2021-07-30	South America / Brazil / Pernambuco / Garanhuns
EPI_ISL_3134622	2021-05-06	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134621	2021-05-06	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134624	2021-05-05	2021-07-30	South America / Brazil / Pernambuco / Cabrobo
EPI_ISL_3134623	2021-05-05	2021-07-30	South America / Brazil / Pernambuco / Sanharo
EPI_ISL_3134629	2021-05-07	2021-07-30	South America / Brazil / Pernambuco / Salgueiro
EPI_ISL_3134630	2021-05-06	2021-07-30	South America / Brazil / Pernambuco / Paulista
EPI_ISL_3134636	2021-05-09	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134639	2021-05-09	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134638	2021-05-09	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134635	2021-05-09	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134640	2021-05-08	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134641	2021-05-09	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134644	2021-05-09	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134643	2021-05-09	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134646	2021-05-08	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134650	2021-05-09	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134653	2021-05-09	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134659	2021-05-11	2021-07-30	South America / Brazil / Pernambuco / Sao Jose Do Egito
EPI_ISL_3134654	2021-05-10	2021-07-30	South America / Brazil / Pernambuco / Passira
EPI_ISL_3134657	2021-05-11	2021-07-30	South America / Brazil / Pernambuco / Cabo De Santo Agostinho
EPI_ISL_3134656	2021-05-10	2021-07-30	South America / Brazil / Pernambuco / Vitoria De Santo Antao
EPI_ISL_3134661	2021-05-11	2021-07-30	South America / Brazil / Pernambuco / Recife
EPI_ISL_3134664	2021-07-02	2021-07-30	South America / Brazil / Pernambuco / Flores
EPI_ISL_3134663	2021-05-12	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134660	2021-05-12	2021-07-30	South America / Brazil / Pernambuco / Paudalho
EPI_ISL_3134669	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134665	2021-07-02	2021-07-30	South America / Brazil / Pernambuco / Floresta
EPI_ISL_3134668	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134667	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134672	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134675	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134674	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134677	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134679	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134686	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Aguas belas
EPI_ISL_3134685	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Aguas belas
EPI_ISL_3134682	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Angelim
EPI_ISL_3134681	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Caetes
EPI_ISL_3134688	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Aguas belas
EPI_ISL_3134687	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Aguas belas
EPI_ISL_3134695	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Carpina
EPI_ISL_3134697	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Carpina
EPI_ISL_3134696	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Carpina
EPI_ISL_3134691	2021-07-01	2021-07-30	South America / Brazil / Pernambuco / Pombos
EPI_ISL_3134690	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Sao joao
EPI_ISL_3134693	2021-07-06	2021-07-30	South America / Brazil / Pernambuco / Igarassu
EPI_ISL_3134692	2021-07-06	2021-07-30	South America / Brazil / Pernambuco / Pombos
EPI_ISL_2617585	2021-05-13	2021-06-19	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_3134566	2021-04-29	2021-07-30	South America / Brazil / Pernambuco / Recife
EPI_ISL_3134569	2021-04-29	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_2617593	2021-05-31	2021-06-19	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_2617594	2021-05-31	2021-06-19	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_2617618	2021-06-02	2021-06-19	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_2617611	2021-05-31	2021-06-19	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_2617616	2021-06-02	2021-06-19	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_2617619	2021-06-02	2021-06-19	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_2617592	2021-05-31	2021-06-19	South America / Brazil / Goias / Aparecida de Goiania
EPI_ISL_3134573	2021-04-29	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_2617895	2021-05	2021-06-20	South America / Brazil / Rio Grande do Sul
EPI_ISL_2617899	2021-05	2021-06-20	South America / Brazil / Rio Grande do Sul
EPI_ISL_3134554	2021-04-22	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134578	2021-05-01	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134585	2021-05-01	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134587	2021-05-02	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134581	2021-05-01	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134580	2021-05-01	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134582	2021-05-01	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134589	2021-05-02	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134588	2021-05-02	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134590	2021-05-02	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134595	2021-05-03	2021-07-30	South America / Brazil / Pernambuco / Santa Cruz Do Capibaribe
EPI_ISL_3134597	2021-05-04	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134591	2021-05-02	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134594	2021-05-01	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134593	2021-04-30	2021-07-30	South America / Brazil / Pernambuco / Olinda
EPI_ISL_3134599	2021-05-04	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134807	2021-07-09	2021-07-30	South America / Brazil / Pernambuco / Bodocó
EPI_ISL_3134813	2021-07-09	2021-07-30	South America / Brazil / Pernambuco / Moreilândia
EPI_ISL_3134811	2021-07-09	2021-07-30	South America / Brazil / Pernambuco / Moreilândia
EPI_ISL_3134835	2021-05-04	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134837	2021-05-06	2021-07-30	South America / Brazil / Pernambuco / Garanhuns
EPI_ISL_3134836	2021-05-05	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134848	2021-05-14	2021-07-30	South America / Brazil / Pernambuco / Olinda
EPI_ISL_3134847	2021-05-13	2021-07-30	South America / Brazil / Pernambuco / Arcoverde
EPI_ISL_3134841	2021-05-06	2021-07-30	South America / Brazil / Pernambuco / Olinda
EPI_ISL_3134844	2021-05-12	2021-07-30	South America / Brazil / Pernambuco / Vertente Do Lerio
EPI_ISL_3134843	2021-05-12	2021-07-30	South America / Brazil / Pernambuco / Recife
EPI_ISL_3134849	2021-05-12	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134856	2021-04-30	2021-07-30	South America / Brazil / Pernambuco / Olinda
EPI_ISL_3134705	2021-07-06	2021-07-30	South America / Brazil / Pernambuco / Recife
EPI_ISL_3134701	2021-07-06	2021-07-30	South America / Brazil / Pernambuco / Recife
EPI_ISL_3134707	2021-07-06	2021-07-30	South America / Brazil / Pernambuco / Ribeirao
EPI_ISL_3134708	2021-07-06	2021-07-30	South America / Brazil / Pernambuco / Recife
EPI_ISL_3134710	2021-07-06	2021-07-30	South America / Brazil / Pernambuco / Recife
EPI_ISL_3134712	2021-07-06	2021-07-30	South America / Brazil / Pernambuco / Recife
EPI_ISL_3134711	2021-07-06	2021-07-30	South America / Brazil / Pernambuco / Recife
EPI_ISL_3134717	2021-07-05	2021-07-30	South America / Brazil / Pernambuco / Recife
EPI_ISL_3134719	2021-07-06	2021-07-30	South America / Brazil / Pernambuco / Ilha de itamaraca
EPI_ISL_3134720	2021-07-06	2021-07-30	South America / Brazil / Pernambuco / Ilha de itamaraca
EPI_ISL_3134722	2021-07-06	2021-07-30	South America / Brazil / Pernambuco / Camaragibe
EPI_ISL_3134752	2021-05-29	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134759	2021-05-29	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134760	2021-05-29	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134769	2021-05-29	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134765	2021-05-29	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134764	2021-05-29	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134766	2021-05-29	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134771	2021-05-29	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134770	2021-05-29	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134775	2021-05-29	2021-07-30	South America / Brazil / Pernambuco / Caruaru
EPI_ISL_3134785	2021-06-30	2021-07-30	South America / Brazil / Pernambuco / Limoeiro
EPI_ISL_3134786	2021-06-30	2021-07-30	South America / Brazil / Pernambuco / Sanharó
EPI_ISL_3134795	2021-07-08	2021-07-30	South America / Brazil / Pernambuco / Vertentes
EPI_ISL_3134792	2021-07-09	2021-07-30	South America / Brazil / Pernambuco / Iguaraci
EPI_ISL_3134797	2021-07-08	2021-07-30	South America / Brazil / Pernambuco / Vertentes
EPI_ISL_3134799	2021-07-09	2021-07-30	South America / Brazil / Pernambuco / Vertentes
EPI_ISL_3134934	2021-07-05	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134935	2021-07-16	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134932	2021-07-16	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134931	2021-07-11	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134938	2021-07-18	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134937	2021-07-15	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134940	2021-07-17	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134943	2021-07-12	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134956	2021-07-18	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134958	2021-07-06	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134957	2021-07-15	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134952	2021-07-15	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134953	2021-07-13	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134961	2021-07-18	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134962	2021-07-16	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134965	2021-07-08	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134970	2021-07-14	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134977	2021-06-29	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134974	2021-07-11	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134976	2021-07-15	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134975	2021-07-14	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_3134921	2021-07-09	2021-07-30	South America / Brazil / Sao Paulo
EPI_ISL_2801346	2021-05-21	2021-07-03	South America / Brazil / Ceara / Oros
EPI_ISL_2837166	2021-06-13	2021-07-07	South America / Brazil / Rio de Janeiro / Miguel Pereira
EPI_ISL_3149974	2021-02-25	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149979	2021-03-02	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3150006	2021-02-25	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3150005	2021-02-18	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3150004	2021-02-25	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3150003	2021-02-22	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3150000	2021-02-23	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3150017	2021-02-22	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3150015	2021-02-23	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3150014	2021-03-10	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3150013	2021-03-05	2021-07-30	South America / Brazil / Amazonas / Parintins
EPI_ISL_3150012	2021-03-08	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3150011	2021-02-22	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3150009	2021-02-23	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3150007	2021-02-25	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149985	2021-02-18	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149984	2021-03-01	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149987	2021-02-22	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149986	2021-02-22	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149981	2021-02-22	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149980	2021-02-25	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149983	2021-03-08	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149982	2021-03-01	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149988	2021-02-22	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149996	2021-02-23	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149997	2021-03-01	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149992	2021-02-22	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149991	2021-02-26	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149994	2021-03-02	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149993	2021-02-22	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3149990	2021-03-10	2021-07-30	South America / Brazil / Amazonas / Manaus
EPI_ISL_3155985	2021-04-08	2021-07-31	South America / Brazil / Minas Gerais / Sete Lagoas
EPI_ISL_3155984	2021-04-06	2021-07-31	South America / Brazil / Minas Gerais / Sete Lagoas
EPI_ISL_2629776	2021-03-23	2021-06-22	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_2629770	2021-03-22	2021-06-22	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_2629833	2021-04-28	2021-06-22	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_2629779	2021-03-24	2021-06-22	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_2629707	2021-02-09	2021-06-22	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_3155949	2021-03-25	2021-07-31	South America / Brazil / Minas Gerais / Belo Horizonte
EPI_ISL_2629830	2021-04-27	2021-06-22	South America / Brazil / Rio de Janeiro / Rio de Janeiro
EPI_ISL_2629838	2021-05-05	2021-06-22	South America / Brazil / Rio de Janeiro / Rio de Janeiro
